action	reward
106	2.7573914728562223
107	0.3550329868632316
108	1.478808486569862
109	1.0648956996967174
110	0.9323790353259132
111	1.9516640273414583
112	0.0
113	0.2030974028229966
114	1.1389457939895387
115	0.7376085773626573
116	1.357659593107099
117	1.3057041222198449
118	5.677097835124771
119	0.4849152370071329
120	0.04984720487021055
121	0.0763549914853281
122	1.4090344769390997
123	0.16222855752056586
124	2.747771323430855
125	1.479801404701678
126	4.669162544945972
127	2.7922785088893525
128	1.011588705637514
129	2.3563020043797045
130	0.4010607133664714
131	0.06583783794593856
132	0.0
133	6.564312482579681
134	1.474610850574521
135	0.0
136	0.21689864602542808
137	1.2338060654658727
138	0.17072977658825428
139	2.7898557332345564
140	2.6390017568927213
141	1.9671346001693417
142	1.5489375459509587
143	1.4130226424663523
144	1.2921210112344084
145	0.4970226157004175
146	0.2537521558131206
147	2.1230336937011107
148	0.0
149	0.5333564262211142
150	0.6402399350350769
151	0.7836659446215954
152	0.050458948610459076
153	1.6837911675038504
154	3.540470824100597
155	0.3863399513973189
156	0.5257783000795696
157	0.3414246469059381
158	1.6534272403176304
159	1.413169364425755
160	1.4953070395188777
161	1.896144889037961
162	1.6332881410581457
163	1.7635421616966227
164	2.0471398345331924
165	1.6067398757000406
166	2.326758585378612
167	3.7467957389921485
168	0.9083534610543227
169	1.9450023033152308
170	1.0575183344915793
171	0.20143090853695012
172	0.7831343292771509
173	0.7281969713021883
174	0.0
175	1.3207453429879341
176	0.9354001685708293
177	1.5473232979279496
178	0.5007400763564266
179	3.1300614651630116
180	1.5227809600263442
181	0.5621129578458923
182	0.42441494970793725
183	0.3740138190983684
184	2.429664892131691
185	0.5784628194933985
186	0.35954611893234156
187	0.0
188	1.0509394496548996
189	0.0970102651642375
190	0.3049191826586233
191	2.7908812467392337
192	0.4624725088282686
193	1.108700070559737
194	1.139804802536513
195	1.363874075147212
196	2.4931730628397677
197	0.6052685945074544
198	0.50792509160836
199	0.0
200	1.325364137238128
201	0.720244476030497
202	0.7401312499629299
203	3.478206222313398
204	1.3786266117246575
205	0.07694369138388968
206	0.562817570968351
207	0.0
208	1.3541298236945964
209	1.6053172504931812
210	0.46409103223996895
211	0.23677858684157815
212	2.6419052427006844
213	0.07458742422196396
214	0.9320824085782379
215	0.14566874185476875
216	0.6030628043260944
217	0.0
218	1.4169967758149062
219	0.9918782883753514
220	0.5837306628473825
221	0.6585239745424434
222	3.0070208956443425
223	0.08962073043795493
224	1.3231061144396294
225	0.5143314874687537
226	0.7314763939923757
227	0.38084121688514516
228	2.279847802095422
229	0.5171815371217462
230	0.26712421228397853
231	0.0
232	0.7907036115209134
233	0.6710113104026503
234	1.7521428976534368
235	3.307231923349953
236	0.8848800971002195
237	0.8398657742651049
238	0.3994430020003472
239	0.484130910594359
240	0.0
241	1.9863845773452389
242	0.39754476794724247
243	1.5932475897998604
244	2.7943789669441084
245	2.3798509960183503
246	0.3499641877600487
247	0.6552711719029882
248	1.0660025037295293
249	0.0
250	0.5799949661672676
251	0.20736021506540103
252	1.5958858157177311
253	2.9624048834419696
254	0.430639054297123
255	1.9755125715139805
256	1.1828386133175839
257	0.3458076037134684
258	3.6482945399556375
259	1.173337501037152
260	2.702041214281555
261	1.9562717189067795
262	2.8070596675224797
263	0.871837117572774
264	2.9287401079231294
265	0.33303475617841394
266	0.33460025264727156
267	1.7855419181219285
268	2.5416877020597313
269	0.2751460644146161
270	0.541465667810765
271	0.6943585580664648
272	3.435383119079215
273	0.20420432651261367
274	2.5305875809717207
275	2.5654856334005642
276	0.4460717711375395
277	2.0606193630725103
278	0.3557522738346047
279	1.4977159404601208
280	2.4217532909427493
281	2.0239361884556115
282	2.801664985649691
283	2.8643171268453456
284	1.1748298097031713
285	0.4615921673995631
286	0.05905631897829
287	2.1251076670959295
288	0.028343139334361833
289	1.235648691710356
290	0.5889658881432593
291	0.8624856673584459
292	0.7488085224569567
293	2.9641462803302336
294	0.20942917933874872
295	0.43600987327314833
296	1.5298227981227126
297	0.13311866413012963
298	1.5144727296048481
299	1.2197967941276433
300	2.0364155929595094
301	0.7158083149845973
302	2.537916895204409
303	0.2797668501286179
304	2.7339589524570265
305	1.217717210102309
306	1.5926527938453545
307	0.16625461125253782
308	3.2494954976019916
309	1.3430669123694843
310	1.427285273269221
311	3.8276951651437088
312	0.704208528059489
313	2.335433581018137
314	3.0414580321862905
315	2.76784168957634
316	0.7068938596677737
317	1.0231483230241896
318	0.4004563457975292
319	0.06312328594757288
320	2.308452094977025
321	1.174563867535833
322	0.515181587541591
323	1.85506603283343
324	1.8191001646458225
325	0.9112770904217822
326	4.587501076728464
327	1.7822545390372662
328	1.363534867509309
329	1.8104818008116295
330	0.024971054597207276
331	4.643226933556411
332	1.9517072404892413
333	2.43793187312888
334	1.1436909316933233
335	0.018481842370573043
336	0.37478364972859823
337	0.0845042229607581
338	1.4830591146351333
339	1.1777581389284502
340	3.1863885799198237
341	1.3195317511119038
342	0.921273436026339
343	1.8267196883447498
344	1.282000328631332
345	2.5201104608066873
346	1.6104207712025818
347	1.4186717606740364
348	0.10633444400183989
349	0.9353903196006621
350	0.5010634852482454
351	1.1557605875265549
352	0.3821946206602572
353	0.0
354	0.0
355	1.5162807734003045
356	1.9907267340667159
357	0.3899688771330192
358	2.5993043114864385
359	2.9857462945096644
360	4.025769692090831
361	2.1579678517836283
362	1.0539111649874855
363	1.9198587534975302
364	0.0014144060403000758
365	0.8335241697223659
366	4.047104663153551
367	0.7975179825490526
368	1.1140912012032151
369	0.2662224512167287
370	2.082290961069484
371	0.23712834109552539
372	2.59009507327616
373	0.6430077826585925
374	0.23098960238576394
375	0.2546463687571835
376	3.3614488462541297
377	3.017561982720495
378	1.8552037068427407
379	3.1612951211725857
380	0.5141982542357074
381	0.0
382	2.3333857322185536
383	2.2330873430737133
384	0.9728742523954841
385	1.6900066880869349
386	1.6836411687431645
387	2.9013465548525406
388	2.8315123719495676
389	1.1063364613464906
390	3.173977071871534
391	0.0
392	0.0
393	0.9925710510756598
394	1.538387366091007
395	1.4856709401850952
396	0.7948665969438388
397	0.853647884819252
398	2.085548586041325
399	0.389336865594085
400	1.3035626635332602
401	3.3853168375764975
402	1.9853424951016072
403	5.028300054738719
404	0.0
405	0.4274448859944049
406	0.8038733863813131
407	0.9402158860773521
408	0.7285604875338647
409	0.0
410	1.1803326211965235
411	2.6364055402160016
412	1.6106428504952097
413	0.9037404709171046
414	0.0
415	0.24434498124097148
416	0.021930352898024252
417	1.8288948956759175
418	0.459870823835844
419	0.5772611788157774
420	1.7819764787142465
421	1.5616458583934372
422	0.12053389538344406
423	1.9424602167909137
424	0.6037020650041358
425	2.2982954510800813
426	1.4585053073965972
427	1.147771327825181
428	0.6280608358670441
429	1.7307277302696207
430	0.38163208335631194
431	0.14858070758394004
432	1.6716235640446482
433	1.849121854507707
434	0.2768449758382755
435	0.0
436	0.7659537039244858
437	0.9271340334143614
438	2.721157604043849
439	0.7800250945620328
440	0.4575044977885603
441	1.096252571895226
442	1.0956669839020334
443	1.2088072431766446
444	2.5743392452925193
445	4.776083819817956
446	2.0613233614290696
447	2.298786423518512
448	1.9100895787539447
449	0.3692763840139527
450	0.9428737187044048
451	1.820392259989854
452	0.9913877372975627
453	0.7255493979935397
454	0.7783413052409136
455	0.20099980305076082
456	2.5759676373231546
457	1.572438043863186
458	1.9467515766015997
459	2.7157309215744707
460	0.6814141439119714
461	0.6880834571319911
462	0.883930027997643
463	0.7028169528741445
464	0.9100988944392857
465	1.4358129745909363
466	1.4660153976629073
467	1.061203186863072
468	2.889592429579057
469	0.0
470	0.42661495041369446
471	0.7973704030241929
472	0.531557742690008
473	0.28138124643027096
474	1.0916265880703253
475	0.2665908454393584
476	0.9695928196373975
477	0.6647296482978695
478	0.0
479	0.2406991561400279
480	1.4466885148521111
481	0.6326630994860922
482	0.7503420293220866
483	3.1602345403525733
484	0.03851173562350074
485	1.7551291066070447
486	0.6290956487610109
487	2.633546069396983
488	1.2840970349918404
489	0.12078534878414093
490	0.7988312383907286
491	4.701162141210908
492	1.2781065554584985
493	2.772313383084179
494	0.7369895603864459
495	1.83139385337275
496	0.23181256898713043
497	1.3425606622122401
498	0.2894593465031482
499	1.7298587042419427
500	0.7709629450450134
501	0.6218625052687985
502	0.02751950464336539
503	0.6093135305718436
504	1.7593511449018056
505	1.6018154915353602
506	0.034778803576421824
507	1.8975895172010993
508	0.8423787828506093
509	0.5460277207837742
510	0.20780490507478977
511	0.14280312719678834
512	1.402253482837801
513	0.0
514	2.6592439657426787
515	0.8078221419700701
516	0.4437887180483232
517	1.1402944776632316
518	1.1419077254968468
519	3.0379091759562824
520	0.923808025349584
521	0.31046668518771714
522	0.0
523	1.4059644581062276
524	1.1732796785828539
525	1.0595989163671353
526	0.6892663271917325
527	1.7880069633158286
528	2.5009601945883326
529	2.4252302919154776
530	1.6727017897782457
531	0.07105491020813881
532	0.0
533	0.841026144065147
534	1.6337029798056364
535	0.21319853505484998
536	0.009092962875132948
537	0.7315177226057856
538	0.8663380516638577
539	0.0
540	0.0
541	0.29677840171116987
542	3.0329618435990837
543	0.7377348706519298
544	0.29221005044073023
545	1.2579430075916074
546	0.33349059488215227
547	0.11008415075490974
548	1.5330402976973319
549	2.6287739849550955
550	1.2821969587146655
551	0.4087108349820795
552	0.8165571798773565
553	1.7583645860526984
554	2.069725634292742
555	0.34312520710304795
556	0.8574921720335367
557	2.079650705846467
558	0.2217231887062283
559	0.20512157225427397
560	0.178198916736803
561	2.77308540411802
562	1.9653984520816836
563	1.899128598172474
564	3.9649673011653586
565	0.08823371770572808
566	1.376953754404521
567	0.3036169314527529
568	3.5405062218003605
569	0.41292598702206473
570	1.3981933777177347
571	0.7950176440049204
572	1.4347723413157596
573	2.033257242605453
574	2.9435862924636353
575	0.0788765837661155
576	0.0
577	0.9069630734900558
578	0.0
579	0.01680915781628134
580	1.8768940179987683
581	0.9373588466277836
582	1.2080310555447127
583	2.5391508048251303
584	1.1696692789393208
585	0.6339104666577213
586	0.5344616857248191
587	0.29298870976719316
588	1.490408530737069
589	1.570046577237545
590	1.863905002011506
591	2.2589162225992374
592	0.30409613735539875
593	1.1374648458034062
594	0.0813701115957296
595	1.5882259161033623
596	0.2994116779251216
597	0.1692061279068191
598	2.2998738734718542
599	0.6644194985160856
600	0.0
601	1.489118394854172
602	3.3972456991016013
603	1.978171159290039
604	0.0
605	0.2712555408258229
606	1.1514424940000114
607	0.6148756432066553
608	2.4930734971406876
609	0.6452831074641723
610	1.680330008960024
611	0.40183826942312884
612	0.2912334731166051
613	0.9452054146070634
614	1.5491288119243105
615	0.466023744810353
616	0.38110603492838413
617	1.7578289831065588
618	3.2558908808517155
619	1.9445031035261842
620	1.792292650274884
621	0.21904834360816494
622	1.4916166139392597
623	0.749027573951671
624	0.6459146208318678
625	1.6402170244957417
626	0.7150853200102769
627	2.7010792419842695
628	1.3691576619276367
629	0.4170475832995577
630	1.0648244821591266
631	1.2128058791472813
632	0.9447220093597156
633	0.07352333795544808
634	1.6352165652724087
635	0.711988354931567
636	0.0
637	3.207005611706735
638	1.9267693630144995
639	1.13931082066141
640	1.4689894822436023
641	0.7760378687877164
642	0.4674556834499741
643	0.5688920270204998
644	0.6464038770612671
645	0.6456229741679043
646	2.3151568234841498
647	3.832945283325205
648	3.7866316284788635
649	4.53058162578816
650	1.9107938585412894
651	0.5299005593827246
652	1.2509559594626851
653	2.9866677881505717
654	0.8594732299730627
655	0.8449447862568075
656	2.6311922547352182
657	1.8463899794994114
658	0.9103649863042285
659	2.9046473166757565
660	0.552249632089859
661	2.8844031877811114
662	1.1014146209556248
663	3.306059586261953
664	0.6470987742160579
665	1.1965797163908751
666	0.0
667	0.514569683839915
668	0.17609076932797985
669	1.3463153121529494
670	1.0392964825917674
671	0.14620660141764175
672	0.3202896897841182
673	0.5143887279621557
674	0.23062353884357234
675	1.5673587475453037
676	1.1472149903641575
677	2.304715515593076
678	0.5812782457398945
679	2.580062458574414
680	0.9403360826230013
681	0.46783457866248623
682	1.5766149224713062
683	0.7562731115909688
684	1.2531733343000022
685	2.4611549533679478
686	1.458750974166465
687	0.04398002822470359
688	2.867692778643511
689	0.6160066423481709
690	0.8816054360851197
691	2.7245612986428998
692	0.630371301005869
693	0.0
694	1.1270154957237835
695	0.7142785526077157
696	2.075047071014711
697	2.4270662837471626
698	2.4764404119252204
699	0.16533982441003525
700	0.122407186122518
701	0.5618338240365868
702	0.3292587349797783
703	0.0
704	1.3887526181654994
705	0.38091404024600717
706	0.3419721427664947
707	0.0
708	1.4113858053039268
709	1.74655909514477
710	2.8943242565249463
711	3.810876457821601
712	0.0
713	2.6410724753528436
714	0.1427164803115275
715	0.2356239464344927
716	0.13549765282046988
717	0.0
718	0.1089679164485472
719	2.7017257235327787
720	3.1930337037756127
721	2.234374701716148
722	1.3063725569397275
723	1.3983653974835752
724	0.0
725	1.8477380429558004
726	1.6754145926081303
727	0.1341912435688779
728	0.26541867816303
729	1.175383825129289
730	0.0
731	0.4920344633631313
732	0.8234413864658996
733	0.3902364127245298
734	0.4771837386038065
735	2.320030998946563
736	3.3179167610055433
737	0.1322802092307529
738	0.013185309728051209
739	0.5121579228029765
740	0.23612117921944897
741	1.9172136907514432
742	1.3785195861489976
743	1.9568202693738397
744	0.0
745	0.0
746	0.7739272060048079
747	0.7988426594711194
748	1.1756245953516002
749	2.4789146227251484
750	0.19877688712399966
751	0.4481515747064788
752	0.06653921586901057
753	3.749017366159989
754	0.45626972969776824
755	0.4487440743102389
756	0.3511531204510572
757	0.0
758	0.2198583432191894
759	2.039101607252106
760	1.362719542856251
761	2.662573558104928
762	1.8533662791455419
763	2.645847918707128
764	0.42852031204389607
765	0.28171747617647835
766	1.492382645378924
767	0.051331567161189584
768	0.3866699293118283
769	0.7170740426541252
770	2.361295308588169
771	0.9276479065637084
772	0.4544387587353429
773	0.6825808458658134
774	1.4071810204677127
775	0.050738103424240566
776	0.748554975382647
777	0.13109146283215278
778	0.6349237892297566
779	0.7027988261547281
780	1.2647053742137087
781	0.231859275841115
782	0.009507393415459808
783	0.9034982458714553
784	1.4494458644861559
785	0.9028392383202815
786	0.05965523479210222
787	0.0
788	1.8745020086105926
789	3.5118467732527976
790	0.31208655170313115
791	0.6799473548762054
792	1.6531161157868126
793	0.44325022014514026
794	2.9607716551146557
795	2.0005851975037166
796	0.21899168222755194
797	1.406718419348043
798	0.09811634970366057
799	0.9516996874003288
800	1.4649768452252694
801	0.8766609115287107
802	3.681842620010692
803	1.401844700060644
804	2.9012718855351025
805	0.6784193368161898
806	3.013119093975272
807	1.277435315106957
808	0.0
809	1.6089152838683074
810	0.6192290585361623
811	3.367685164614932
812	1.8586177150770735
813	0.49849465650325575
814	0.21833104736851416
815	0.9104327275162624
816	0.5272613290419353
817	1.6725001180145571
818	0.4610036664641741
819	0.0
820	1.5609155155234105
821	1.2397503641704624
822	0.9939237024335033
823	2.954718522655755
824	0.9970733044996931
825	0.29445278935026065
826	1.9793658061454358
827	0.49615219899224705
828	1.7677939271571466
829	0.030420079475923067
830	1.2621461894571182
831	0.42711856383547
832	0.0
833	0.6231933849531686
834	0.501272205092736
835	0.39744665411667945
836	0.5747348361250786
837	0.9167241903620534
838	2.1849118962223324
839	0.2731132040193992
840	1.607519396655867
841	0.7956800213292295
842	0.39219468301674065
843	0.40208512065369284
844	0.5284865100299317
845	1.2285345894083473
846	0.0
847	0.7194085078346806
848	0.8288279664292086
849	0.17257186888320364
850	0.8430358567975559
851	0.7672831090279927
852	0.0
853	0.8419616874879123
854	0.3123645839028403
855	2.9981737983344767
856	0.5185039737375067
857	0.42804896305452766
858	2.2149029506912896
859	0.0
860	1.1441757411709912
861	0.0888032578249387
862	0.6487256280138249
863	0.2705522415945647
864	1.479386441256816
865	1.2832740337657036
866	0.42832946746327927
867	2.571594657532067
868	2.255706392943879
869	0.807252002501729
870	2.3995598028017
871	2.6393873105796843
872	0.06317626391310616
873	1.8430291255632303
874	1.8906458277059721
875	1.3019948482115327
876	0.46476109405478294
877	0.42934861701053484
878	3.6175710898010403
879	0.2509500187048235
880	0.0
881	0.003189255496842014
882	1.861786002907511
883	0.1748252856388649
884	0.40806592960066923
885	0.6044783506857907
886	2.932305688587369
887	0.23551444165998014
888	0.5636690272131715
889	0.0
890	1.581892429412815
891	1.4534173117346942
892	0.6809150303403546
893	0.8338727050500756
894	4.257590363019239
895	3.135223294024177
896	0.5934547497866065
897	2.53718244310553
898	0.721917643341437
899	1.881471065121462
900	0.8958968239180578
901	1.0081916813620206
902	0.6409812827948369
903	3.354915486532186
904	1.3964841027744679
905	0.8010237339493456
906	1.9975901024682805
907	1.2492079909196783
908	0.6095734290328343
909	0.0
910	1.7632476674744924
911	0.6985310083197551
912	0.07612649573575458
913	1.4735879128557559
914	0.18505568418139828
915	0.9644696280372014
916	1.3804543562363532
917	0.6980758528106621
918	0.9864471263489915
919	0.10247171883421413
920	1.6048008949982486
921	0.08910937058025192
922	1.9036180865738468
923	0.4198576443028601
924	0.38552445095725174
925	1.2699177236677839
926	1.609541852002728
927	0.40856775412190005
928	0.9757365117058141
929	0.3562919539645132
930	3.2924335262303153
931	0.9785197148256113
932	3.622176370429516
933	0.7554882087909527
934	1.6013816821744637
935	0.01246283982921581
936	1.8111798078590953
937	1.4930453871202185
938	0.023570988372707546
939	0.28272518566029703
940	2.058315359044356
941	0.0
942	2.4457717987278023
943	0.38366326547771035
944	1.1567443311279662
945	0.8575262887789135
946	1.443979390433293
947	2.870789044381912
948	3.2730717082086325
949	0.38001583819731843
950	1.4185260321894422
951	1.1732914412801705
952	0.13993029927291367
953	0.005267315266482053
954	0.8931072707668967
955	0.8895127146322115
956	0.052931567830836634
957	1.7667909404887632
958	0.576100982060954
959	0.6323885668725249
960	1.4758457115630872
961	0.42951446555221673
962	0.0
963	1.118508978392425
964	1.1574234380112238
965	0.9108075660156494
966	1.413423483635533
967	1.2720044444460896
968	0.17906035257837982
969	1.5122658141979826
970	0.6982274670967067
971	0.5656367554111745
972	0.6546772784586367
973	3.6294341883872585
974	1.1053468166777711
975	0.44467179271171875
976	0.6961945154768536
977	3.767108197807569
978	0.7288973388456872
979	0.25320840230371877
980	0.5862877841303937
981	0.0
982	1.9209950711463497
983	0.5598901421191216
984	2.80429654737285
985	4.525558337308085
986	2.61959689361008
987	1.0566394818757403
988	0.4387142588895283
989	5.639487352264762
990	1.2401941273802897
991	0.1622339734551096
992	0.18389772568717233
993	0.1457423524997361
994	0.8762969406258698
995	2.1850997997303248
996	0.35482448126188837
997	2.502217841862247
998	0.9822990894159328
999	4.824928514659608
